danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,release_date,popularity,artist
0.731,0.915,0,-4.453,1,0.043,0.00191,0.00000116,0.324,0.789,127.086,audio_features,2U2ONBrf1HJCDxQlynpD6J,spotify:track:2U2ONBrf1HJCDxQlynpD6J,https://api.spotify.com/v1/tracks/2U2ONBrf1HJCDxQlynpD6J,https://api.spotify.com/v1/audio-analysis/2U2ONBrf1HJCDxQlynpD6J,205680,4,"Back in Time - featured in ""Men In Black 3""",2012-03-26,49,Pitbull
0.831,0.427,2,-6.903,1,0.106,0.0531,0,0.316,0.216,93.004,audio_features,6rbeWjEavBHvX2kr6lSogS,spotify:track:6rbeWjEavBHvX2kr6lSogS,https://api.spotify.com/v1/tracks/6rbeWjEavBHvX2kr6lSogS,https://api.spotify.com/v1/audio-analysis/6rbeWjEavBHvX2kr6lSogS,234773,4,Work Out,2011-09-23,0,J. Cole
0.618,0.753,7,-5.05,0,0.0451,0.637,0,0.0905,0.557,120.041,audio_features,76N7FdzCI9OsiUnzJVLY2m,spotify:track:76N7FdzCI9OsiUnzJVLY2m,https://api.spotify.com/v1/tracks/76N7FdzCI9OsiUnzJVLY2m,https://api.spotify.com/v1/audio-analysis/76N7FdzCI9OsiUnzJVLY2m,221427,4,Rumour Has It,2011-01-19,0,Adele
0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,audio_features,4wkQmYpAaMe41Rc3sYZ7Vz,spotify:track:4wkQmYpAaMe41Rc3sYZ7Vz,https://api.spotify.com/v1/tracks/4wkQmYpAaMe41Rc3sYZ7Vz,https://api.spotify.com/v1/audio-analysis/4wkQmYpAaMe41Rc3sYZ7Vz,232800,4,Let's Go (feat. Ne-Yo),2012-10-29,65,Calvin Harris
0.617,0.839,0,-2.849,0,0.0655,0.0286,0,0.19,0.741,128.91,audio_features,20DfkHC5grnKNJCzZQB6KC,spotify:track:20DfkHC5grnKNJCzZQB6KC,https://api.spotify.com/v1/tracks/20DfkHC5grnKNJCzZQB6KC,https://api.spotify.com/v1/audio-analysis/20DfkHC5grnKNJCzZQB6KC,205560,4,Good Girl,2012-05-01,61,Carrie Underwood
0.721,0.819,9,-5.715,1,0.0269,0.413,0,0.196,0.867,96.02,audio_features,2Gy3XMLbBxACZ4tXdFRGr7,spotify:track:2Gy3XMLbBxACZ4tXdFRGr7,https://api.spotify.com/v1/tracks/2Gy3XMLbBxACZ4tXdFRGr7,https://api.spotify.com/v1/audio-analysis/2Gy3XMLbBxACZ4tXdFRGr7,212320,4,Pontoon,2013-01-01,63,Little Big Town
0.685,0.466,0,-9.074,1,0.0304,0.794,0.00000206,0.0915,0.353,79.936,audio_features,0W4Kpfp1w2xkY3PrV714B7,spotify:track:0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/tracks/0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/audio-analysis/0W4Kpfp1w2xkY3PrV714B7,163133,4,Ho Hey,2012-04-03,74,The Lumineers
0.449,0.585,5,-6.761,1,0.0268,0.0509,0.0000875,0.0833,0.212,139.631,audio_features,6nek1Nin9q48AVZcWs9e9D,spotify:track:6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/tracks/6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/audio-analysis/6nek1Nin9q48AVZcWs9e9D,278719,4,Paradise,2011-10-24,84,Coldplay
0.531,0.843,9,-2.569,0,0.0429,0.0909,0,0.0283,0.392,136.991,audio_features,0vFMQi8ZnOM2y8cuReZTZ2,spotify:track:0vFMQi8ZnOM2y8cuReZTZ2,https://api.spotify.com/v1/tracks/0vFMQi8ZnOM2y8cuReZTZ2,https://api.spotify.com/v1/audio-analysis/0vFMQi8ZnOM2y8cuReZTZ2,240133,4,Blown Away,2012-05-01,63,Carrie Underwood
0.729,0.756,8,-5.119,1,0.0294,0.131,0,0.0527,0.522,104.945,audio_features,1CkvWZme3pRgbzaxZnTl5X,spotify:track:1CkvWZme3pRgbzaxZnTl5X,https://api.spotify.com/v1/tracks/1CkvWZme3pRgbzaxZnTl5X,https://api.spotify.com/v1/audio-analysis/1CkvWZme3pRgbzaxZnTl5X,228293,4,Rolling in the Deep,2011-01-19,0,Adele
0.647,0.478,8,-8.837,1,0.0782,0.547,0.0000269,0.156,0.333,135.877,audio_features,2U5NrHirVZusBLQlohTbnZ,spotify:track:2U5NrHirVZusBLQlohTbnZ,https://api.spotify.com/v1/tracks/2U5NrHirVZusBLQlohTbnZ,https://api.spotify.com/v1/audio-analysis/2U5NrHirVZusBLQlohTbnZ,232907,4,Climax,2012,0,Usher
0.797,0.649,11,-4.627,1,0.0675,0.0522,0.0000186,0.258,0.475,140.014,audio_features,5qUZwxppCoVl7TdRs9O6lL,spotify:track:5qUZwxppCoVl7TdRs9O6lL,https://api.spotify.com/v1/tracks/5qUZwxppCoVl7TdRs9O6lL,https://api.spotify.com/v1/audio-analysis/5qUZwxppCoVl7TdRs9O6lL,219013,4,"Work Hard, Play Hard",2012-12-04,34,Wiz Khalifa
0.658,0.677,5,-6.628,1,0.0393,0.248,0,0.368,0.248,124.91,audio_features,34T665jdl4CSbHZeYllgjA,spotify:track:34T665jdl4CSbHZeYllgjA,https://api.spotify.com/v1/tracks/34T665jdl4CSbHZeYllgjA,https://api.spotify.com/v1/audio-analysis/34T665jdl4CSbHZeYllgjA,251627,4,Let Me Love You (Until You Learn To Love Yourself),2012-01-01,12,Ne-Yo
0.728,0.858,9,-3.686,1,0.0609,0.0403,0.00000426,0.0241,0.591,125.054,audio_features,0LohatbcUXRauoeMlR1jnS,spotify:track:0LohatbcUXRauoeMlR1jnS,https://api.spotify.com/v1/tracks/0LohatbcUXRauoeMlR1jnS,https://api.spotify.com/v1/audio-analysis/0LohatbcUXRauoeMlR1jnS,205640,4,Pound The Alarm,2011-01-01,61,Nicki Minaj
0.466,0.704,1,-7.169,1,0.0353,0.1,0.0000271,0.0744,0.481,176.043,audio_features,6BCrbWBpb8d6KWmEqZ41tr,spotify:track:6BCrbWBpb8d6KWmEqZ41tr,https://api.spotify.com/v1/tracks/6BCrbWBpb8d6KWmEqZ41tr,https://api.spotify.com/v1/audio-analysis/6BCrbWBpb8d6KWmEqZ41tr,248427,4,Come Over,2012-06-19,56,Kenny Chesney
0.605,0.842,8,-4.877,0,0.186,0.0697,0,0.538,0.515,149.887,audio_features,1p2u2c7jOrhz6z1TwQpJtK,spotify:track:1p2u2c7jOrhz6z1TwQpJtK,https://api.spotify.com/v1/tracks/1p2u2c7jOrhz6z1TwQpJtK,https://api.spotify.com/v1/audio-analysis/1p2u2c7jOrhz6z1TwQpJtK,233147,4,Heart Attack,2012-08-17,31,Trey Songz
0.451,0.632,8,-7.98,0,0.297,0.0114,0,0.198,0.234,132.89,audio_features,3m8CQnnfJJp4eQMWWl3zay,spotify:track:3m8CQnnfJJp4eQMWWl3zay,https://api.spotify.com/v1/tracks/3m8CQnnfJJp4eQMWWl3zay,https://api.spotify.com/v1/audio-analysis/3m8CQnnfJJp4eQMWWl3zay,232160,4,Drank in My Cup,2011-09-16,65,Kirko Bangz
0.702,0.826,3,-6.498,1,0.0529,0.32,0.000227,0.355,0.329,80.014,audio_features,1fZBH3FsiPnmarnLezb88G,spotify:track:1fZBH3FsiPnmarnLezb88G,https://api.spotify.com/v1/tracks/1fZBH3FsiPnmarnLezb88G,https://api.spotify.com/v1/audio-analysis/1fZBH3FsiPnmarnLezb88G,78200,4,Birthday Cake,2011-11-19,0,Rihanna
0.66,0.9,7,-5.02,1,0.14,0.0403,0,0.219,0.591,85.51,audio_features,28GUjBGqZVcAV4PHSYzkj2,spotify:track:28GUjBGqZVcAV4PHSYzkj2,https://api.spotify.com/v1/tracks/28GUjBGqZVcAV4PHSYzkj2,https://api.spotify.com/v1/audio-analysis/28GUjBGqZVcAV4PHSYzkj2,213253,4,So Good,2012-04-27,64,B.o.B
0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043,audio_features,2NniAhAtkRACaMeYt48xlD,spotify:track:2NniAhAtkRACaMeYt48xlD,https://api.spotify.com/v1/tracks/2NniAhAtkRACaMeYt48xlD,https://api.spotify.com/v1/audio-analysis/2NniAhAtkRACaMeYt48xlD,247947,4,50 Ways to Say Goodbye,2012-04-17,68,Train
0.64,0.558,4,-6.636,1,0.0459,0.316,0,0.197,0.837,82.046,audio_features,6J1opxLcauuUU0ztQq3Mwv,spotify:track:6J1opxLcauuUU0ztQq3Mwv,https://api.spotify.com/v1/tracks/6J1opxLcauuUU0ztQq3Mwv,https://api.spotify.com/v1/audio-analysis/6J1opxLcauuUU0ztQq3Mwv,226013,4,Red Solo Cup,2011-01-01,0,Toby Keith
0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,audio_features,0laYHRpNTS6i8FXdupHkJ4,spotify:track:0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/tracks/0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/audio-analysis/0laYHRpNTS6i8FXdupHkJ4,188453,4,Love You Like A Love Song,2011-01-01,80,Selena Gomez & The Scene
0.594,0.841,1,-5.792,1,0.102,0.000238,0.00000222,0.156,0.643,129.925,audio_features,3hFPJunq7YhBLwmbRnXMfT,spotify:track:3hFPJunq7YhBLwmbRnXMfT,https://api.spotify.com/v1/tracks/3hFPJunq7YhBLwmbRnXMfT,https://api.spotify.com/v1/audio-analysis/3hFPJunq7YhBLwmbRnXMfT,227973,4,Turn Up the Music,2013-10-23,0,Chris Brown
0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,audio_features,5jPyymL6gQyJNMMnMX1IMx,spotify:track:5jPyymL6gQyJNMMnMX1IMx,https://api.spotify.com/v1/tracks/5jPyymL6gQyJNMMnMX1IMx,https://api.spotify.com/v1/audio-analysis/5jPyymL6gQyJNMMnMX1IMx,211920,4,Die Young,2012-11-28,0,Kesha
0.536,0.751,7,-5.601,0,0.255,0.0716,0,0.122,0.357,167.872,audio_features,6cqw6qtZltOPPDbKEk4WWf,spotify:track:6cqw6qtZltOPPDbKEk4WWf,https://api.spotify.com/v1/tracks/6cqw6qtZltOPPDbKEk4WWf,https://api.spotify.com/v1/audio-analysis/6cqw6qtZltOPPDbKEk4WWf,281213,4,5 O'Clock (feat. Lily Allen & Wiz Khalifa),2011-12-06,0,T-Pain
0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,audio_features,6lanRgr6wXibZr8KgzXxBl,spotify:track:6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/tracks/6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/audio-analysis/6lanRgr6wXibZr8KgzXxBl,285120,3,A Thousand Years,2011-10-18,80,Christina Perri
0.472,0.866,2,-3.771,1,0.0413,0.044,0,0.213,0.775,163.867,audio_features,2o5mwv7hvas1jdUg14Nihv,spotify:track:2o5mwv7hvas1jdUg14Nihv,https://api.spotify.com/v1/tracks/2o5mwv7hvas1jdUg14Nihv,https://api.spotify.com/v1/audio-analysis/2o5mwv7hvas1jdUg14Nihv,187613,4,Take A Little Ride,2012-10-16,58,Jason Aldean
0.702,0.715,5,-5.377,0,0.0425,0.503,0.0000244,0.126,0.863,127.05,audio_features,3Yt9lRtS5V4nbJnwcgFgvC,spotify:track:3Yt9lRtS5V4nbJnwcgFgvC,https://api.spotify.com/v1/tracks/3Yt9lRtS5V4nbJnwcgFgvC,https://api.spotify.com/v1/audio-analysis/3Yt9lRtS5V4nbJnwcgFgvC,200013,4,You Da One,2011-11-19,68,Rihanna
0.697,0.861,9,-4.389,0,0.144,0.00482,0.00000183,0.41,0.703,127.023,audio_features,0mtPNQl5vePVwiI9Vykp7L,spotify:track:0mtPNQl5vePVwiI9Vykp7L,https://api.spotify.com/v1/tracks/0mtPNQl5vePVwiI9Vykp7L,https://api.spotify.com/v1/audio-analysis/0mtPNQl5vePVwiI9Vykp7L,228200,4,We Run The Night,2011-01-01,55,Havana Brown
0.656,0.884,2,-4.748,1,0.0372,0.0162,0,0.145,0.86,105.009,audio_features,6BtmXhTJMM9sBTHeYYASGz,spotify:track:6BtmXhTJMM9sBTHeYYASGz,https://api.spotify.com/v1/tracks/6BtmXhTJMM9sBTHeYYASGz,https://api.spotify.com/v1/audio-analysis/6BtmXhTJMM9sBTHeYYASGz,237987,4,It's Time,2012-09-04,66,Imagine Dragons
0.831,0.665,1,-3.627,0,0.0711,0.149,0,0.0636,0.663,129.989,audio_features,1POAx4NMLOBPVKZUSsBh92,spotify:track:1POAx4NMLOBPVKZUSsBh92,https://api.spotify.com/v1/tracks/1POAx4NMLOBPVKZUSsBh92,https://api.spotify.com/v1/audio-analysis/1POAx4NMLOBPVKZUSsBh92,238760,4,Cashin' Out,2012-03-26,59,Ca$h Out
0.616,0.728,9,-4.02,0,0.0278,0.0275,0,0.228,0.375,111.934,audio_features,0cV4xwUA4ue2deqq4CZFko,spotify:track:0cV4xwUA4ue2deqq4CZFko,https://api.spotify.com/v1/tracks/0cV4xwUA4ue2deqq4CZFko,https://api.spotify.com/v1/audio-analysis/0cV4xwUA4ue2deqq4CZFko,219973,4,I Don't Want This Night To End,2011-08-09,3,Luke Bryan
0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,audio_features,5VmkzMD9SUgWOGWKG7GVcg,spotify:track:5VmkzMD9SUgWOGWKG7GVcg,https://api.spotify.com/v1/tracks/5VmkzMD9SUgWOGWKG7GVcg,https://api.spotify.com/v1/audio-analysis/5VmkzMD9SUgWOGWKG7GVcg,225147,4,Diamonds,2012-12-11,36,Rihanna
0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,audio_features,6E9V9TRlVOLjenGjHemzEH,spotify:track:6E9V9TRlVOLjenGjHemzEH,https://api.spotify.com/v1/tracks/6E9V9TRlVOLjenGjHemzEH,https://api.spotify.com/v1/audio-analysis/6E9V9TRlVOLjenGjHemzEH,224293,4,Hard To Love,2012-04-24,68,Lee Brice
0.554,0.794,11,-5.417,1,0.035,0.0697,0,0.63,0.79,176.01,audio_features,6Ymvlzom4TQeoKqAWsZRD8,spotify:track:6Ymvlzom4TQeoKqAWsZRD8,https://api.spotify.com/v1/tracks/6Ymvlzom4TQeoKqAWsZRD8,https://api.spotify.com/v1/audio-analysis/6Ymvlzom4TQeoKqAWsZRD8,213827,4,Somethin' 'Bout A Truck,2012-01-01,67,Kip Moore
0.625,0.576,11,-5.693,0,0.175,0.0543,0.0000407,0.187,0.235,179.063,audio_features,25cUhiAod71TIQSNicOaW3,spotify:track:25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/tracks/25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/audio-analysis/25cUhiAod71TIQSNicOaW3,193147,4,Adorn,2012-09-28,68,Miguel
0.487,0.736,7,-3.269,1,0.0326,0.069,0,0.114,0.184,81.587,audio_features,17X2tSzibD9n9QRjdExcWT,spotify:track:17X2tSzibD9n9QRjdExcWT,https://api.spotify.com/v1/tracks/17X2tSzibD9n9QRjdExcWT,https://api.spotify.com/v1/audio-analysis/17X2tSzibD9n9QRjdExcWT,218200,4,Fly Over States,2010-11-02,62,Jason Aldean
0.495,0.527,0,-4.742,1,0.0351,0.000159,0.0163,0.1,0.574,208.067,audio_features,0Nu9WA8kEbBWEsay2s8Q0U,spotify:track:0Nu9WA8kEbBWEsay2s8Q0U,https://api.spotify.com/v1/tracks/0Nu9WA8kEbBWEsay2s8Q0U,https://api.spotify.com/v1/audio-analysis/0Nu9WA8kEbBWEsay2s8Q0U,220520,4,Even If It Breaks Your Heart,2011-01-01,65,Eli Young Band
0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,audio_features,7oVEtyuv9NBmnytsCIsY5I,spotify:track:7oVEtyuv9NBmnytsCIsY5I,https://api.spotify.com/v1/tracks/7oVEtyuv9NBmnytsCIsY5I,https://api.spotify.com/v1/audio-analysis/7oVEtyuv9NBmnytsCIsY5I,230253,4,BURN IT DOWN,2012-06-20,74,Linkin Park
0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,audio_features,4YMqbFcDIFiCBd02PzUBcM,spotify:track:4YMqbFcDIFiCBd02PzUBcM,https://api.spotify.com/v1/tracks/4YMqbFcDIFiCBd02PzUBcM,https://api.spotify.com/v1/audio-analysis/4YMqbFcDIFiCBd02PzUBcM,235613,4,Thrift Shop (feat. Wanz),2012-10-10,0,Macklemore & Ryan Lewis
0.853,0.599,7,-4.756,1,0.0411,0.00334,0.00000793,0.0759,0.843,119.993,audio_features,0n4bITAu0Y0nigrz3MFJMb,spotify:track:0n4bITAu0Y0nigrz3MFJMb,https://api.spotify.com/v1/tracks/0n4bITAu0Y0nigrz3MFJMb,https://api.spotify.com/v1/audio-analysis/0n4bITAu0Y0nigrz3MFJMb,263827,4,Blurred Lines,2013-01-01,75,Robin Thicke
0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,audio_features,4G8gkOterJn0Ywt6uhqbhp,spotify:track:4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/tracks/4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/audio-analysis/4G8gkOterJn0Ywt6uhqbhp,186813,4,Radioactive,2012-09-04,72,Imagine Dragons
0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,audio_features,01XFgRZfZI7oBagNf1Loml,spotify:track:01XFgRZfZI7oBagNf1Loml,https://api.spotify.com/v1/tracks/01XFgRZfZI7oBagNf1Loml,https://api.spotify.com/v1/audio-analysis/01XFgRZfZI7oBagNf1Loml,196664,4,Harlem Shake,2013-02-12,57,Baauer
0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,audio_features,3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4,Can't Hold Us (feat. Ray Dalton),2012-10-09,81,Macklemore & Ryan Lewis
0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,audio_features,4rHZZAmHpZrA3iH5zx8frV,spotify:track:4rHZZAmHpZrA3iH5zx8frV,https://api.spotify.com/v1/tracks/4rHZZAmHpZrA3iH5zx8frV,https://api.spotify.com/v1/audio-analysis/4rHZZAmHpZrA3iH5zx8frV,484147,4,Mirrors,2013-03-15,78,Justin Timberlake
0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,audio_features,4VC5nFbYO4avKksJ9jN4pY,spotify:track:4VC5nFbYO4avKksJ9jN4pY,https://api.spotify.com/v1/tracks/4VC5nFbYO4avKksJ9jN4pY,https://api.spotify.com/v1/audio-analysis/4VC5nFbYO4avKksJ9jN4pY,242733,4,Just Give Me a Reason (feat. Nate Ruess),2012-09-14,0,P!nk
0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,audio_features,0nJW01T7XtvILxQgC5J7Wh,spotify:track:0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,213827,4,When I Was Your Man,2012-12-07,86,Bruno Mars
0.457,0.948,10,-3.364,1,0.0354,0.0191,0,0.0536,0.878,148,audio_features,0i5el041vd6nxrGEU8QRxy,spotify:track:0i5el041vd6nxrGEU8QRxy,https://api.spotify.com/v1/tracks/0i5el041vd6nxrGEU8QRxy,https://api.spotify.com/v1/audio-analysis/0i5el041vd6nxrGEU8QRxy,208960,4,Cruise,2012-01-01,72,Florida Georgia Line
0.554,0.772,7,-4.821,0,0.0418,0.00487,0.0000066,0.354,0.455,179.984,audio_features,6F5c58TMEs1byxUstkzVeM,spotify:track:6F5c58TMEs1byxUstkzVeM,https://api.spotify.com/v1/tracks/6F5c58TMEs1byxUstkzVeM,https://api.spotify.com/v1/audio-analysis/6F5c58TMEs1byxUstkzVeM,223546,4,Roar,2013-10-18,72,Katy Perry
0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,audio_features,3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,233478,4,Locked out of Heaven,2012-12-07,86,Bruno Mars
0.685,0.466,0,-9.074,1,0.0304,0.794,0.00000206,0.0915,0.353,79.936,audio_features,0W4Kpfp1w2xkY3PrV714B7,spotify:track:0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/tracks/0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/audio-analysis/0W4Kpfp1w2xkY3PrV714B7,163133,4,Ho Hey,2012-04-03,74,The Lumineers
0.621,0.31,9,-10.164,0,0.0283,0.945,0.0000612,0.117,0.125,111.893,audio_features,1dEy9Pl81QopSxNsPxXQxv,spotify:track:1dEy9Pl81QopSxNsPxXQxv,https://api.spotify.com/v1/tracks/1dEy9Pl81QopSxNsPxXQxv,https://api.spotify.com/v1/audio-analysis/1dEy9Pl81QopSxNsPxXQxv,240707,4,Stay,2012-12-11,68,Rihanna
0.81,0.793,6,-9.404,0,0.0403,0.0378,0.00000177,0.072,0.863,116.05,audio_features,69kOkLUCkxIZYexIgSG8rq,spotify:track:69kOkLUCkxIZYexIgSG8rq,https://api.spotify.com/v1/tracks/69kOkLUCkxIZYexIgSG8rq,https://api.spotify.com/v1/audio-analysis/69kOkLUCkxIZYexIgSG8rq,369627,4,Get Lucky (feat. Pharrell Williams & Nile Rodgers),2013-05-17,74,Daft Punk
0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,audio_features,2dLLR6qlu5UJ5gk0dKz0h3,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3,190185,4,Royals,2013-09-27,79,Lorde
0.622,0.469,3,-6.798,0,0.0363,0.00454,0.00000225,0.0398,0.679,77.019,audio_features,72jCZdH0Lhg93z6Z4hBjgj,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,https://api.spotify.com/v1/tracks/72jCZdH0Lhg93z6Z4hBjgj,https://api.spotify.com/v1/audio-analysis/72jCZdH0Lhg93z6Z4hBjgj,217973,4,I Knew You Were Trouble.,2012-10-22,62,Taylor Swift
0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,audio_features,2y4lAQpi5VTNLu2ldeTdUH,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,https://api.spotify.com/v1/tracks/2y4lAQpi5VTNLu2ldeTdUH,https://api.spotify.com/v1/audio-analysis/2y4lAQpi5VTNLu2ldeTdUH,231240,4,We Can't Stop,2013-10-04,77,Miley Cyrus
0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,audio_features,2vwlzO0Qp8kfEtzTsCXfyE,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/tracks/2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/audio-analysis/2vwlzO0Qp8kfEtzTsCXfyE,221360,4,Wrecking Ball,2013-10-04,77,Miley Cyrus
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,audio_features,4h8VwCb1MTGoLKueQ1WgbD,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,https://api.spotify.com/v1/tracks/4h8VwCb1MTGoLKueQ1WgbD,https://api.spotify.com/v1/audio-analysis/4h8VwCb1MTGoLKueQ1WgbD,247427,4,Wake Me Up,2013-09-13,5,Avicii
0.795,0.596,11,-3.799,0,0.219,0.103,0,0.164,0.357,101.985,audio_features,6vt0I1cw1YmAIKDJvHVIM5,spotify:track:6vt0I1cw1YmAIKDJvHVIM5,https://api.spotify.com/v1/tracks/6vt0I1cw1YmAIKDJvHVIM5,https://api.spotify.com/v1/audio-analysis/6vt0I1cw1YmAIKDJvHVIM5,326280,4,Suit & Tie (feat. Jay-Z),2013-03-15,66,Justin Timberlake
0.878,0.455,0,-8.845,1,0.077,0.0462,0.00484,0.0353,0.79,129.953,audio_features,6mH3qVIeOsnQIAho5eWwhH,spotify:track:6mH3qVIeOsnQIAho5eWwhH,https://api.spotify.com/v1/tracks/6mH3qVIeOsnQIAho5eWwhH,https://api.spotify.com/v1/audio-analysis/6mH3qVIeOsnQIAho5eWwhH,128013,4,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,2015-02-10,63,Anna Kendrick
0.772,0.685,5,-6.849,1,0.0696,0.019,0.0000896,0.131,0.501,130.033,audio_features,2iJuuzV8P9Yz0VSurttIV5,spotify:track:2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/tracks/2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/audio-analysis/2iJuuzV8P9Yz0VSurttIV5,283400,4,Scream & Shout,2013-01-01,77,will.i.am
0.509,0.781,8,-3.48,1,0.072,0.0398,0,0.0749,0.176,128,audio_features,60wwxj6Dd9NJlirf84wr2c,spotify:track:60wwxj6Dd9NJlirf84wr2c,https://api.spotify.com/v1/tracks/60wwxj6Dd9NJlirf84wr2c,https://api.spotify.com/v1/audio-analysis/60wwxj6Dd9NJlirf84wr2c,271427,4,Clarity,2012-01-01,74,Zedd
0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038,audio_features,5xhQChGGhKLWqBqX4XhtYE,spotify:track:5xhQChGGhKLWqBqX4XhtYE,https://api.spotify.com/v1/tracks/5xhQChGGhKLWqBqX4XhtYE,https://api.spotify.com/v1/audio-analysis/5xhQChGGhKLWqBqX4XhtYE,259102,4,Sail,2011,1,AWOLNATION
0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,audio_features,2V65y3PX4DkRhy1djlxd9p,spotify:track:2V65y3PX4DkRhy1djlxd9p,https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p,https://api.spotify.com/v1/audio-analysis/2V65y3PX4DkRhy1djlxd9p,212862,4,Don't You Worry Child - Radio Edit,2012-09-14,80,Swedish House Mafia
0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,audio_features,1z9kQ14XBSN0r2v6fx4IdG,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/tracks/1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/audio-analysis/1z9kQ14XBSN0r2v6fx4IdG,225147,4,Diamonds,2012-01-01,69,Rihanna
0.714,0.905,8,-2.663,1,0.0289,0.00855,0.0000255,0.146,0.838,125.927,audio_features,3VZQshi4COChhXaz7cLP02,spotify:track:3VZQshi4COChhXaz7cLP02,https://api.spotify.com/v1/tracks/3VZQshi4COChhXaz7cLP02,https://api.spotify.com/v1/audio-analysis/3VZQshi4COChhXaz7cLP02,155337,4,I Love It (feat. Charli XCX),2012-06-19,63,Icona Pop
